id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,colorgroup
30730,Girls,Apparel,Bottomwear,Salwar,Purple,Summer,Ethnic,Fabindia Girls Printed Purple Salwar,Purple
1760,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Lotto Men Marcello White T-shirt,White
40447,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Red Tape Men Brown Shoes,Brown
24102,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,Playboy Men Casual Black Flip Flops,Black
45909,Men,Accessories,Watches,Watches,Black,Winter,Casual,Maxima Men Black Dial Chronograph Watch,Black
41595,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,Basics Men Brown Striped Shirt,Brown
14797,Women,Accessories,Bags,Handbags,Maroon,Summer,Casual,United Colors of Benetton Women Solid Maroon Handbags,Red
33989,Women,Accessories,Scarves,Scarves,Blue,Summer,Casual,Femella Women Printed Blue Scarf,Blue
53050,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,FNF Printed Blue Sari,Blue
37515,Boys,Apparel,Bottomwear,Leggings,Blue,Summer,Casual,Madagascar3 Infant Boys Blue Leggings,Blue
45135,Women,Accessories,Watches,Watches,White,Winter,Casual,Casio Enticer Women White Dial Watch  LTP-1235SG-7ADF(A360),White
4212,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Disney Kids Girl's Yellow Kidswear,Yellow
21470,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,Roxy Women Bamboo Grey Flip Flops,Grey
52182,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,Lencia Sterling Silver Earrings,Grey
15645,Men,Apparel,Bottomwear,Shorts,Black,Winter,Sports,Nike Black Dri-fit Cotton     Cricket  Shorts,Black
10105,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Fastrack Women Analogue Leather Steel Watches,Grey
33387,Women,Accessories,Bags,Clutches,Silver,Summer,Casual,Baggit Women Silver Glamarous Club Purse,Grey
40675,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Lee Women Navy Blue Printed Top,Blue
32255,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,Fabindia Women Blue Printed Kurti,Blue
37727,Men,Apparel,Topwear,Shirts,Yellow,Summer,Casual,John Players Men Check Yellow Shirt,Yellow
20790,Men,Apparel,Topwear,Jackets,Blue,Fall,Casual,Basics Men Blue Washed Jacket,Blue
59758,Women,Footwear,Shoes,Heels,White,Winter,Casual,Rocia Women White Flats,White
15477,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Men Motorsport Graphic Black Tshirts,Black
45307,Men,Accessories,Belts,Belts,Black,Summer,Formal,Van Heusen Men Black  Belt,Black
4020,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,ADIDAS Unisex Check Can MW Green White Shoe,Green
46582,Women,Footwear,Shoes,Heels,Bronze,Summer,Casual,Catwalk Women Bronze Sandals,Metallic
51535,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Dial Watch,Black
23115,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,Formal,Turtle Men Formal Blue Tie,Blue
17320,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Pepe Jeans Men Casual Sunglasses,Black
47450,Women,Footwear,Shoes,Flats,Black,Summer,Casual,Tiptopp Women Black Sandals,Black
6777,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,Timberland Men Claremont Popl Brown Shirt,Brown
12652,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Probase Men Printed Blue Tshirts,Blue
26467,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Puma Men Story Graphic Navy Blue T-shirt,Blue
3205,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Tantra Men's Instant Grey T-shirt,Grey
42122,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,ADIDAS Men Navy Blue Shorts,Blue
23929,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,Lotto Men Silver Detroit Sports Shoes,Grey
48418,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,Casual,French Connection Men Charcoal Printed T-shirt,Black
13780,Men,Apparel,Bottomwear,Trousers,Cream,Fall,Formal,Belmonte Men Solid Cream Trousers,White
32631,Women,Apparel,Topwear,Tshirts,Orange,Summer,Sports,Nike Women Pure Orange T-shirt,Orange
24754,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar Women Blue Jeans,Blue
21226,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Basics Men Brown Polo T-shirt,Brown
15013,Men,Apparel,Topwear,Jackets,Black,Fall,Sports,ADIDAS Men Solid Black Jackets,Black
4444,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Digital Black Canvas Shoe,Black
37343,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,U.S. Polo Assn Boys Black T-Shirt,Black
53606,Men,Accessories,Watches,Watches,Blue,Winter,Casual,Q&Q Men Blue Digital Watch,Blue
28199,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,Casual,Ray-Ban Men High Street Gold Sunglasses,Metallic
17744,Women,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Puma Women Body Train Black Sports Shoe,Black
47034,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Shree Women Black & White Printed Kurta,Black
6313,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,Casual,Puma Unisex Issac Navy White Flip Flop,Blue
35414,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Enroute Men Black Formal Shoes,Black
51151,Men,Accessories,Socks,Socks,Grey,Summer,Casual,Raymond Men Grey Socks,Grey
31888,Women,Accessories,Stoles,Stoles,Blue,Summer,Ethnic,Fabindia Women Chanderi Blue Stole,Blue
43494,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,French Connection Men Blue T-shirt,Blue
30166,Men,Accessories,Watches,Watches,Blue,Winter,Casual,Esprit Men Blue Dial Watch,Blue
12236,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Formal,Genesis Men Stripes Navy Blue Shirts,Blue
3661,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Fila Men Cavier White Red Shoe,White
8289,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,Casual,Skechers Men's Raiser Choco Flip Flop,Brown
29877,Men,Accessories,Eyewear,Sunglasses,Black,Summer,Casual,Mayhem Men Rectangular Sunglasses 1020-205,Black
42546,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Mother Earth Women Red Kurta,Red
47206,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Franco Leone Men Black Shoes,Black
6121,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Puma Unisex Foundation Black Backpack,Black
23743,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Ray-Ban Women Highstreet Sunglasses,Brown
17576,Men,Apparel,Topwear,Shirts,Brown,Fall,Formal,Mark Taylor Men Brown & White Checked Shirt,Brown
9955,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,Nike Men Blue Polo Tshirts,Blue
51363,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar  Women Jeans,Blue
8887,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,John Miller Men Pink Shirt,Pink
29279,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wrangler Men Blue Aaron Check Shirt,Blue
22691,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Women White Sweet Classic Leather Sports Shoes,White
12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,Casual,Ant Unisex Bebo White Tshirts,White
35626,Men,Footwear,Sandal,Sandals,Blue,Summer,Casual,Gliders Men Blue Sandals,Blue
30354,Men,Apparel,Topwear,Tshirts,Teal,Summer,Casual,Myntra Men Dog Inside Teal T-shirt,Blue
9169,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Ian Blue Jeans,Blue
31286,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Puma Men White T-shirt,White
3453,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men's Colroy White Blue Shoe,White
12004,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men White Striped Shirt,White
26231,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Proline Men Yellow Printed T-shirt,Yellow
11681,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Lee Men Check Red Shirts,Red
59932,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Diva Women White Kurta,White
32403,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Arrow Woman Printed Multi Coloured Top,Green
38139,Unisex,Accessories,Bags,Backpacks,Blue,Spring,Casual,Wildcraft Unisex Blue & Grey Forerunner Backpack,Blue
40023,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Black T-shirt,Black
57094,Women,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Elle Women Greyish Blue Culottes,Blue
10753,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,Blue
24566,Women,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Lee Women Carren Grey T-shirt,Grey
4676,Men,Accessories,Bags,Backpacks,Black,Summer,Sports,ADIDAS Men Adipure Black White Backpack,Black
21014,Unisex,Accessories,Wallets,Wallets,Black,Winter,Casual,Fastrack Unisex Leatherette Black Wallet,Black
15221,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,ADIDAS Originals Men Court Lounge Brown Casual Shoes,Brown
38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,Allen Solly Kids Girls Poplin Pink Shorts,Pink
53434,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,ADIDAS Men Blue Jersey,Blue
16459,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Locomotive Men Check Red Shirt,Red
13917,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Nike Men Backboard Black Casual Shoes,Black
28356,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,Idee Men Steel Sunglasses,Grey
19411,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual,ADIDAS Unisex Ess Red Backpack,Red
7832,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Proline Men Yellow Printed T-shirt,Yellow
20907,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,Catwalk Women Casual Gold Sandals,Metallic
57069,Women,Apparel,Topwear,Jackets,Charcoal,Summer,Casual,Elle Women Charcoal Waistcoat,Black
36862,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Spykar Men Cult Navy Blue T-shirt,Blue
25449,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,Nike Women Snapper Thong Flip Flop,Green
39016,Women,Accessories,Watches,Watches,White,Winter,Casual,CASIO ENTICER Women White Dial Analogue Watch A624,White
57855,Women,Footwear,Shoes,Heels,Multi,Summer,Casual,Catwalk Women Multi Coloured Flats,Multi
5759,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Jealous 21 Women Black Party Top,Black
56987,Women,Footwear,Shoes,Heels,Red,Winter,Casual,HM Women Red Wedges,Red
14900,Women,Accessories,Wallets,Wallets,Black,Summer,Casual,United Colors of Benetton Women Solid Black Wallets,Black
39224,Women,Apparel,Topwear,Shirts,Pink,Summer,Casual,Femella Women Pink Shirt,Pink
20309,Women,Apparel,Topwear,Sweaters,Grey,Fall,Casual,Jealous 21 Women Solid Grey Sweater,Grey
58213,Women,Apparel,Bottomwear,Patiala,Red,Fall,Ethnic,Shree Women Red Printed Patiala,Red
31875,Women,Apparel,Topwear,Dupatta,Orange,Summer,Ethnic,Fabindia Women Orange Chanderi Dupatta,Orange
28164,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,Ray-Ban Men Aviator Sunglasses,Grey
27910,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,Scullers For Her Women Black Trousers,Black
19623,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,United Colors of Benetton Women Solid Yellow Top,Yellow
8274,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Mr.Men Men's White Blue T-shirt,White
31049,Men,Apparel,Topwear,Shirts,Beige,Summer,Casual,Arrow Sport Men Beige Striped Shirt,Brown
50842,Women,Apparel,Topwear,Dupatta,Lavender,Summer,Ethnic,Fabindia Women Lavender Dupatta,Purple
48081,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,French Connection Men Red T-shirt,Red
28958,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,BIBA Women Printed White Kurta,White
13319,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Gini and Jony Kids Boys Check Green Shirts,Green
39640,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Lotto Men Black Shoes,Black
5933,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,ADIDAS Men's Terrace Casual Low White Shoe,White
40688,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Numero Uno Men Black Formal Shoes,Black
38792,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Che Guevara Men Green T-shirt,Green
11816,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Playboy Men Casual White Casual Shoes,White
44228,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Downshifter 4 MSL White Sports Shoes,White
14558,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,Casual,Vans Men Rowley SPV Navy Blue Casual Shoes,Blue
58677,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,Ethnic,ALayna Women Navy Blue Kurta,Blue
28500,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,Urban Yoga Men Grey Track Pants,Grey
43831,Women,Accessories,Jewellery,Earrings,White,Summer,Casual,Royal Diadem White Earrings,White
54886,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,Casual,Ivory Tag Women Intermeshed Turquoise Blue Necklace,Blue
7658,Men,Apparel,Topwear,Tshirts,Purple,Fall,Sports,Puma Men's Toe Crusher Club Purple T-shirt,Purple
34963,Women,Apparel,Saree,Sarees,Green,Summer,Ethnic,Fabindia Printed Green Silk Sari,Green
27548,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Scullers Men White & Navy Blue Check Shirt,White
19247,Women,Accessories,Watches,Watches,White,Winter,Casual,Guess Women White Dial Watch I11065L1,White
49537,Women,Accessories,Bags,Clutches,Black,Summer,Casual,Rocia Women Black Clutch,Black
8610,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Scullers Men Black Polo T-Shirts,Black
28732,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,W Women Printed Green Kurta,Green
22208,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual,Timberland Men Pink Shirt,Pink
19849,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,U.S. Polo Assn. Men Solid Blue Shirt,Blue
2118,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,ADIDAS Men's Foamy Striped Track Pants,Black
49705,Men,Accessories,Ties,Ties,Maroon,Summer,Casual,Park Avenue Men Maroon Tie,Red
16801,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,Highlander Men Solid Olive Trouser,Green
19075,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,W Women Floral Print Pink Kurta,Pink
11218,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Esprit Men Gran Orbus Black Steel Watches,Grey
39472,Women,Apparel,Topwear,Kurtis,Cream,Summer,Ethnic,Diva Women Cream Kurti,White
52943,Women,Apparel,Saree,Sarees,Yellow,Summer,Ethnic,FNF Yellow Sari,Yellow
33148,Girls,Apparel,Bottomwear,Leggings,Black,Summer,Casual,Gini and Jony Girls Black Leggings,Black
53891,Women,Accessories,Bags,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,Grey
59597,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,FNF Green & Purple Wedding Collection Sari,Green
58445,Women,Accessories,Watches,Watches,White,Winter,Casual,Fossil Women White Dial Watch,White
33974,Women,Apparel,Topwear,Shirts,Black,Summer,Casual,Femella Women Check Black Shirt,Black
4815,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,ADIDAS Men's AP ST Black White Shorts,Black
24339,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,ADIDAS Men Blue Printed T-shirt,Blue
38766,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,Gini and Jony Girls Pink Shorts,Pink
4029,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's I don't Have An Attitude Problem Black T-shirt,Black
20799,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Fila Men Zone White Sports Shoes,White
58683,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,ALayna Women Green Kurta,Green
17329,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,Casual,Pepe Jeans Women Casual Sunglasses,Pink
54872,Women,Accessories,Jewellery,Necklace and Chains,Turquoise Blue,Fall,Casual,Ivory Tag Women Charming Turquiose and Yellow Necklace,Blue
47459,Women,Footwear,Shoes,Heels,Brown,Summer,Casual,Tiptopp Women Brown Wedges,Brown
35079,Men,Accessories,Ties,Ties,Blue,Summer,Formal,Allen Solly Men Blue & Grey Tie,Blue
42917,Women,Accessories,Wallets,Wallets,White,Summer,Casual,French Connection Women Cream Wallet,White
48411,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,French Connection Men White Printed T-shirt,White
13789,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,Proline Grey Striped Sweater,Grey
34997,Women,Apparel,Saree,Sarees,Pink,Summer,Ethnic,Fabindia Pink Hand Printed Sari,Pink
18361,Men,Accessories,Socks,Socks,White,Fall,Sports,Fila Men Black And White Socks,White
35845,Women,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,Kelme Women Passion Green Printed Shoes,Green
34399,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men Global Response Black T-shirt,Black
3802,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,Skechers Men's Navy Grey Shoe,Grey
17927,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,Nike Men Trainng Black Track Pant,Black
30739,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,Ethnic,Fabindia Men Reversible Blue Sleeveless Jacket,Blue
9504,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,John Miller Men Pink Solid Shirt,Pink
42319,Women,Apparel,Saree,Sarees,Navy Blue,Summer,Ethnic,Prafful Navy Crepe Printed Saree,Blue
12469,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Basics Men Blue Checked Shirt,Blue
19081,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,W Women Thread Work Red Kurta,Red
45900,Men,Accessories,Watches,Watches,Grey,Winter,Casual,Maxima Men Grey Dial Watch,Grey
39486,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Wildcraft Unisex Black Printed Backpack,Black
59563,Men,Accessories,Jewellery,Pendant,Steel,Summer,Casual,Revv Men Steel Pendant,Grey
32852,Women,Footwear,Shoes,Heels,White,Winter,Casual,Grendha Women Ciaudia White Flats,White
33980,Women,Apparel,Bottomwear,Stockings,Black,Summer,Casual,Femella Women Black Stockings,Black
53059,Women,Accessories,Bags,Handbags,Beige,Summer,Casual,Rocia Women Beige Handbag,Brown
24937,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,United Colors of Benetton Kids Boys Navy Blue T-shirt,Blue
22698,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Zoom Vomero+5 White Sports Shoes,White
12831,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Ant Kids Pink Tops,Pink
6128,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men's Ducati Black T-shirt,Black
26238,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Proline Men Blue Polo T-Shirt,Blue
6914,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Timberland Men City Black Floater,Black
18537,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Unisex Limnos Black Casual Shoes,Black
9160,Men,Apparel,Bottomwear,Jeans,Grey,Fall,Casual,Locomotive Men Cal Grey Jeans,Grey
2588,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Quechua Men's Black T-shirt,Black
48247,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Avengers Boys Blue Printed T-shirt,Blue
38130,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Wildcraft Unisex Black Printed Laptop Backpack,Black
37944,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Mineral Women Green Top,Green
36896,Women,Accessories,Watches,Watches,White,Winter,Casual,Fossil Women Green Dial Chronograph Watch ES3052,White
21821,Men,Accessories,Wallets,Wallets,Black,Winter,Casual,Fossil Men Midway Black Wallet,Black
37178,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,United Colors of Benetton Women Pink Top,Pink
56973,Women,Footwear,Shoes,Heels,Black,Winter,Casual,HM Women Black Heels,Black
15228,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,ADIDAS Originals Men Porsche Design Black Casual Shoes,Black
10568,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,Casual,Puma Men Knitted Navy Blue Sweater,Blue
38302,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,Reid & Taylor Men Brown Wallet,Brown
32638,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Men Epaulet UV Crew Blue T-shirt,Blue
1903,Men,Apparel,Topwear,Tshirts,Yellow,Winter,Sports,FIFA Men Brazil Yellow Jersey,Yellow
36298,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,W Women White Printed Kurta,White
29042,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,ADIDAS Men Black Track Pants,Black
51158,Men,Accessories,Socks,Socks,Brown,Summer,Casual,Raymond Men Brown Socks,Brown
31881,Women,Accessories,Stoles,Stoles,Blue,Summer,Casual,Fabindia Women Blue Stole,Blue
30953,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,Ethnic,Fabindia Women Printed Turquoise Blue Top,Blue
28190,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,Casual,Ray-Ban Men Aviator Sunglasses,Metallic
8280,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Mr.Men Men's Green Black T-shirt,Green
3668,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Fila Men's Cruise White Black Shoe,White
9352,Men,Accessories,Socks,Socks,White,Fall,Casual,Puma Men Sports Socks 1 Pair White Socks,White
48075,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Summer,Casual,French Connection Men Blue T-shirt,Blue
25012,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,United Colors of Benetton Women Peach Top,Pink
40485,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,Fila Women Grey Speed Lite Sports Shoes,Grey
57432,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Angry Birds Women Yellow T-shirt,Yellow
36405,Men,Accessories,Socks,Socks,Brown,Summer,Casual,Reid & Taylor Men Brown Socks,Brown
52140,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,Casual,Femella Women Charcoal Grey Polo T-Shirt,Black
15687,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,Highlander Men Classic Chinos Beige Trousers,Brown
14755,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,Arrow Men Check Red Shirts,Red
53092,Women,Accessories,Jewellery,Necklace and Chains,Rust,Winter,Casual,Fabindia Orange Necklace,Brown
6587,Men,Apparel,Topwear,Tshirts,Black,Winter,Casual,Inkfruit Men's Rock The Cure Black T-shirt,Black
16002,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,Turtle Solid Men Grey Sweaters,Grey
22237,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,ID Men Red Shoes,Red
19876,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,ADIDAS Men Plugged IN Blue Flip Flops,Blue
7455,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Proline Men Pink Polo T-shirt,Pink
27745,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Murcia Women Leather Black Handbag,Black
18198,Men,Apparel,Bottomwear,Trousers,Blue,Fall,Casual,Highlander Men Solid Blue Trouser,Blue
43200,Men,Accessories,Watches,Watches,Grey,Summer,Casual,Fastrack Men Grey Dial Watch NA3015AL02,Grey
2127,Men,Apparel,Topwear,Shirts,Red,Spring,Casual,Basics Men Red Slim FitChecked Shirt,Red
31620,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,Indigo Nation Men Grey Shirt,Grey
26697,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Nike Men White Sweet Classic Leather Shoes,White
50425,Women,Accessories,Bags,Handbags,Red,Summer,Casual,Lino Perros Women Red Handbag,Red
47492,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,Casual,Footfun Kids Unisex Red Shoes,Red
7667,Men,Accessories,Socks,Socks,White,Summer,Casual,Wrangler Men's White Crew Length Socks,White
46540,Men,Accessories,Watches,Watches,Black,Winter,Smart Casual,Timex Men Black Dial Watch,Black
16230,Men,Apparel,Bottomwear,Tracksuits,Grey,Fall,Sports,Puma Men Tricot Graphic Grey Tracksuit,Grey
22005,Women,Accessories,Bags,Handbags,Red,Winter,Casual,Murcia Women Casual Red Handbag,Red
43032,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Scullers Men White & Navy Blue Check Shirt,White
2315,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Nike Womens Cruiser Pink T-shirt,Pink
19278,Women,Accessories,Watches,Watches,Silver,Winter,Casual,Guess Women G Hype Silver Watch,Grey
41765,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Remanika Women Blue Tunic,Blue
32297,Men,Accessories,Watches,Watches,Silver,Winter,Casual,Q&Q Men Silver Dial Watch,Grey
25220,Women,Accessories,Bags,Handbags,Purple,Winter,Casual,Lino Perros Women Leatherette Purple Handbag,Purple
11015,Women,Apparel,Topwear,Tunics,Purple,Fall,Casual,Wrangler Women Kangroo Pocket Purple Tunics,Purple
1590,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Kipsta Men's F300 Football Shoe,Black
21680,Men,Accessories,Watches,Watches,Blue,Winter,Casual,Fossil Men Blue Chronograph Watch CH2692,Blue
11829,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Playboy Men Casual White Casual Shoes,White
5130,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Wrangler Women Woodstock Black White Top,Black
44217,Women,Footwear,Flip Flops,Flip Flops,White,Winter,Casual,iPanema Women White Flip Flops,White
58648,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,ALayna Women Pink & Yellow Kurta,Pink
20752,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,Carlton London Women Classy Gold Stilettos,Metallic
7203,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Jealous 21 Women Lady With The Hat Blue Top,Blue
46124,Women,Accessories,Jewellery,Necklace and Chains,Pink,Winter,Casual,Adrika Pink & Green Necklace,Pink
